1_a,1_o,2_a,2_o,3_a,3_o,4_a,4_o,5_a,5_o,6_a,6_o,7_a,7_o,8_a,8_o,9_a,9_o,10_a,10_o,11_a,11_o,12_a,12_o,13_a,13_o,14_a,14_o,15_a,15_o,16_a,16_o,17_a,17_o,18_a,18_o,19_a,19_o,20_a,20_o,21_a,21_o,22_a,22_o,23_a,23_o,24_a,24_o,25_a,25_o,26_a,26_o,27_a,27_o,28_a,28_o,29_a,29_o,30_a,30_o,31_a,31_o,32_a,32_o,33_a,33_o,34_a,34_o,35_a,35_o,36_a,36_o,37_a,37_o,38_a,38_o,39_a,39_o,40_a,40_o,41_a,41_o,42_a,42_o,43_a,43_o,44_a,44_o,45_a,45_o,class,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
0.62282,0.65278,0.62476,0.65046,0.62669,0.64815,0.61315,0.63426,0.55319,0.60185,0.48356,0.58333,0.42553,0.58102,0.37137,0.59722,0.32108,0.62269,0.2824,0.65278,0.24952,0.67361,0.23211,0.68056,0.2205,0.69676,0.23017,0.68056,0.24565,0.66898,0.26692,0.6412,0.29207,0.6088,0.32495,0.57176,0.35397,0.5463,0.38491,0.52315,0.43133,0.5,0.4913,0.4838,0.55126,0.47917,0.59768,0.49074,0.6499,0.53704,0.68859,0.59954,0.7118,0.62037,0.70406,0.61343,0.70019,0.61111,0.67118,0.56944,0.61702,0.52546,0.55706,0.50694,0.50097,0.50463,0.43907,0.52315,0.38491,0.55324,0.34236,0.59259,0.30948,0.63426,0.28627,0.6713,0.27079,0.69907,0.27079,0.6875,0.28433,0.66435,0.30754,0.63889,0.33462,0.61574,0.37331,0.58102,0.42747,0.54398,1,0.7,0.5454545454545454,0.0,0.5,0.5,0.5376050048067353,0.2984092695836045,0.0,0.9375,0.3333333333333333,0.5502791452339078,0.9583333333333334,0.8143669293342285,0.002976190476190476,0.875,0.7857142857142856,0.08066068890699618,0.10091582826020948,0.12325695673131404,0.5257516832309521,1
0.58801,0.72454,0.58801,0.72685,0.58801,0.72222,0.58801,0.72222,0.58801,0.71991,0.55899,0.6875,0.5087,0.62269,0.43133,0.57407,0.34236,0.55093,0.25338,0.54861,0.17602,0.55324,0.10638,0.6088,0.040619,0.70833,0.015474,0.73611,0.017408,0.72917,0.023211,0.69213,0.052224,0.59259,0.11025,0.47454,0.17795,0.39583,0.24952,0.40046,0.33269,0.40278,0.43714,0.42824,0.51838,0.48611,0.58801,0.54861,0.6383,0.66435,0.6499,0.68287,0.64217,0.67361,0.62669,0.63657,0.59961,0.54398,0.54545,0.49074,0.46035,0.43056,0.37718,0.41667,0.30561,0.43519,0.23404,0.48843,0.15667,0.55324,0.081238,0.60185,0.017408,0.67824,0.0,0.70139,0.0058027,0.67824,0.025145,0.63194,0.065764,0.57176,0.12186,0.45833,0.20309,0.36343,0.29787,0.34491,0.40812,0.36806,1,0.6,0.5454545454545454,0.0,0.5,0.5,0.5347738342992836,0.296873275766646,0.0,0.9375,0.0,0.36230680136028937,0.875,0.6660175486398514,0.0,0.9166666666666666,0.6333333333333334,0.06790920431268854,0.095916346671618,0.122975413313754,0.37808251084096933,1
0.61896,0.7037,0.61896,0.7037,0.61896,0.70602,0.61702,0.70602,0.61315,0.69444,0.59574,0.67593,0.56286,0.62731,0.50677,0.5787,0.43327,0.55093,0.35203,0.54861,0.27853,0.57176,0.2147,0.59954,0.15087,0.6412,0.071567,0.72222,0.052224,0.79167,0.067698,0.76157,0.094778,0.69907,0.1412,0.61111,0.2089,0.53241,0.28046,0.46759,0.34429,0.4213,0.43714,0.43287,0.53191,0.47454,0.60928,0.53704,0.65957,0.66435,0.67505,0.69676,0.66538,0.68519,0.64023,0.66204,0.61702,0.61574,0.58221,0.56481,0.52998,0.52083,0.48356,0.52083,0.4352,0.52315,0.37911,0.5162,0.32689,0.52546,0.2766,0.55093,0.23404,0.58796,0.20116,0.6412,0.17021,0.68519,0.15667,0.70833,0.16634,0.69444,0.19149,0.65278,0.23791,0.58333,0.28627,0.50926,0.33849,0.46991,1,0.6,0.5454545454545454,0.0,0.5,0.5,0.5347738343156788,0.29687327577654754,0.0,0.9375,0.0,0.43286211453464296,0.8333333333333334,0.7490707067033363,0.0,0.875,0.6896825396825397,0.06750591273056755,0.09832679878184637,0.12377902944799231,0.3902645211921548,1
0.71373,0.40741,0.706,0.40972,0.70986,0.40972,0.7176,0.40972,0.72147,0.40972,0.706,0.40741,0.6441,0.39583,0.56673,0.38657,0.49903,0.37731,0.44294,0.37731,0.39265,0.37963,0.35397,0.38426,0.32882,0.39583,0.32689,0.40278,0.34043,0.40046,0.37718,0.39352,0.43714,0.37963,0.50677,0.37269,0.57834,0.36806,0.6441,0.36806,0.70793,0.37037,0.76596,0.37963,0.81044,0.38426,0.83559,0.3912,0.82592,0.3912,0.7853,0.38657,0.7176,0.37963,0.63443,0.37269,0.54739,0.37269,0.47002,0.375,0.40619,0.37963,0.35783,0.38426,0.32495,0.39583,0.30561,0.40509,0.29981,0.40972,0.31528,0.40509,0.3501,0.40278,0.40232,0.40046,0.46422,0.39583,0.52805,0.39352,0.58801,0.3912,0.64797,0.39352,0.70406,0.40046,0.75048,0.40741,0.78723,0.41435,2,0.6,0.9545454545454546,0.0,0.6666666666666666,0.6666666666666666,0.5563457477770625,0.31374967294959577,0.0,0.9375,0.0,0.4826157658194037,0.9166666666666666,0.6019779740607415,0.008928571428571428,1.0,0.7658730158730159,0.07539523229062117,0.09210434423497617,0.12476780772414132,0.7178895304713012,2
0.84526,0.44213,0.84526,0.44444,0.8472,0.44213,0.84913,0.43981,0.84913,0.43981,0.84913,0.43981,0.83559,0.4375,0.79691,0.42824,0.74081,0.41667,0.67892,0.40741,0.61509,0.40741,0.54932,0.41204,0.48549,0.41898,0.41973,0.42593,0.37137,0.43287,0.34623,0.43287,0.35397,0.4375,0.39458,0.43056,0.45648,0.42824,0.52805,0.42593,0.59961,0.42593,0.66925,0.42593,0.73308,0.42593,0.79304,0.43287,0.84526,0.44213,0.88201,0.44907,0.89168,0.45139,0.87041,0.44907,0.82205,0.44676,0.76209,0.43287,0.69439,0.42361,0.62282,0.4213,0.55319,0.42593,0.48549,0.43056,0.41973,0.43519,0.36557,0.43981,0.32689,0.44444,0.31335,0.44213,0.32882,0.45139,0.36557,0.45139,0.41973,0.44907,0.48743,0.44444,0.55319,0.44213,0.61509,0.43981,0.67505,0.43981,2,0.6,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.4732024430810404,0.26317894766765293,0.0,0.9375,0.0,0.22438396490294832,0.9166666666666666,0.6179726900638838,0.0,0.9583333333333334,0.7436507936507937,0.07512832331933492,0.09588732845008655,0.12427922054964351,0.501519406874493,2
0.83559,0.41898,0.83752,0.42361,0.83559,0.4213,0.82979,0.4213,0.82785,0.42361,0.82592,0.4213,0.80464,0.41435,0.75822,0.40046,0.70213,0.3912,0.65764,0.38194,0.59961,0.37731,0.53191,0.37963,0.46422,0.3912,0.40426,0.40509,0.3617,0.41667,0.33656,0.42361,0.34043,0.42824,0.37524,0.42824,0.42747,0.42361,0.4971,0.41898,0.56673,0.41204,0.6325,0.40972,0.69246,0.41204,0.74662,0.41667,0.79691,0.4213,0.83946,0.42824,0.86267,0.43287,0.8646,0.43287,0.83172,0.42824,0.77756,0.42361,0.70986,0.41667,0.6383,0.40972,0.57253,0.40741,0.51257,0.40509,0.45455,0.40972,0.40232,0.41435,0.35977,0.42593,0.32495,0.42593,0.30948,0.42824,0.31721,0.43287,0.34623,0.43519,0.39072,0.42361,0.44101,0.41435,0.5029,0.40741,0.56673,0.40509,2,0.7,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.473203063245345,0.26317928167812044,0.0,0.9375,0.5,0.23270400200575558,0.9166666666666666,0.6346495059733559,0.0,0.9583333333333334,0.7507936507936508,0.0775096336359228,0.09472215438035793,0.12481978489015987,0.4842215314878787,2
0.59768,0.54398,0.59574,0.54398,0.58027,0.54167,0.55319,0.54167,0.51451,0.54167,0.47389,0.54167,0.43714,0.54167,0.39845,0.53935,0.35977,0.53935,0.32882,0.53241,0.30174,0.52546,0.26886,0.52546,0.23791,0.53704,0.2205,0.55556,0.22437,0.5625,0.24371,0.5625,0.27273,0.56019,0.30754,0.5625,0.35203,0.57407,0.40812,0.56481,0.47389,0.55093,0.54159,0.53935,0.60542,0.53241,0.6499,0.52546,0.67311,0.52083,0.69439,0.52083,0.70793,0.52546,0.69052,0.52083,0.63056,0.5162,0.55319,0.52083,0.48356,0.53009,0.4236,0.53009,0.37331,0.52315,0.32108,0.52546,0.27466,0.52546,0.25919,0.52546,0.26692,0.52546,0.2882,0.53009,0.32882,0.53704,0.39845,0.52546,0.47582,0.51389,0.55899,0.50463,0.62282,0.49306,0.66731,0.48611,0.69632,0.48843,2,0.2,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.473202432337399,0.2631789418813041,0.0,0.9375,0.0,0.461902775281988,0.7083333333333333,0.6384736482533204,0.002976190476190476,0.8333333333333334,0.8103174603174603,0.08312489826855782,0.10511874044495045,0.12587875202997478,0.556164991449201,2
0.82398,0.5625,0.82398,0.5625,0.82398,0.5625,0.82205,0.5625,0.82398,0.5625,0.82398,0.56481,0.82592,0.56481,0.82398,0.5625,0.81044,0.56019,0.77176,0.5463,0.70986,0.52778,0.64217,0.51852,0.58221,0.52083,0.52031,0.53241,0.45455,0.53704,0.39652,0.54861,0.3675,0.5787,0.37137,0.59028,0.39845,0.57639,0.42747,0.5625,0.47002,0.55556,0.53191,0.53935,0.60155,0.53009,0.66731,0.52546,0.72534,0.53009,0.78337,0.5463,0.84139,0.57176,0.87814,0.59259,0.89749,0.59954,0.88975,0.59954,0.85687,0.58796,0.80271,0.55556,0.74275,0.52546,0.67311,0.51157,0.60155,0.5162,0.53385,0.52546,0.46228,0.53935,0.40426,0.55324,0.36944,0.57176,0.34429,0.60185,0.35203,0.61111,0.37137,0.59259,0.40619,0.56481,0.45261,0.53472,0.52031,0.50231,2,0.7,0.9545454545454546,0.0,0.6666666666666666,0.6666666666666666,0.47327108487502145,0.26321616707437134,0.0,0.9375,0.5,0.4229060286214811,0.9166666666666666,0.730868504136392,0.002976190476190476,0.9583333333333334,0.7555555555555556,0.07552455782797593,0.10154887045685641,0.1262458686898221,0.5760696525352713,2
0.7234,0.37963,0.7234,0.37731,0.7234,0.37731,0.7234,0.37731,0.72534,0.37731,0.72534,0.375,0.7234,0.37963,0.71567,0.37963,0.69632,0.375,0.66731,0.37731,0.63443,0.37731,0.59961,0.37731,0.5648,0.37963,0.52805,0.38426,0.48743,0.38194,0.44681,0.38657,0.41006,0.38194,0.38298,0.375,0.36557,0.38194,0.36364,0.38657,0.37331,0.38657,0.39652,0.39352,0.4294,0.40046,0.46809,0.40278,0.51257,0.40278,0.55706,0.39815,0.59961,0.39583,0.64217,0.39352,0.68279,0.3912,0.7234,0.39352,0.75822,0.39815,0.78337,0.40046,0.79884,0.40278,0.80851,0.40741,0.80851,0.40741,0.79884,0.41204,0.7795,0.41204,0.74855,0.40741,0.706,0.40741,0.65957,0.40741,0.61315,0.40278,0.5706,0.40046,0.53191,0.40046,0.49516,0.40046,0.46228,0.40046,2,0.8,0.9545454545454546,0.0,0.6666666666666666,0.6666666666666666,0.9711870509239158,0.7755095763662155,0.0,0.9375,1.0,0.5689807294227048,0.9583333333333334,0.7367395561456097,0.002976190476190476,1.0,0.7888888888888889,0.07313550558198637,0.09328320870555776,0.12308761018018266,0.9134947622773877,9
0.76209,0.55787,0.76983,0.55324,0.76983,0.55324,0.76402,0.55556,0.76209,0.55324,0.70793,0.54861,0.64603,0.53704,0.5764,0.5463,0.49903,0.55787,0.42747,0.55324,0.36557,0.53935,0.30561,0.54167,0.26112,0.53935,0.25145,0.54398,0.27079,0.54398,0.33462,0.54861,0.41586,0.56713,0.49516,0.58102,0.57447,0.59259,0.63636,0.57639,0.69052,0.56944,0.74468,0.56481,0.77563,0.5625,0.7853,0.5625,0.7795,0.5625,0.76789,0.5625,0.73114,0.5625,0.68279,0.5625,0.62863,0.56713,0.58414,0.59259,0.52031,0.59028,0.45648,0.5787,0.40232,0.56019,0.3559,0.54167,0.30561,0.53935,0.24178,0.52778,0.19536,0.53009,0.19536,0.53472,0.23985,0.52778,0.30948,0.53009,0.38104,0.54398,0.44294,0.56019,0.50484,0.56481,0.5706,0.56713,0.64217,0.56019,2,0.3,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.4732024263833706,0.26317893867456876,0.0,0.9375,0.0,0.3792517066102036,0.75,0.694277888903005,0.005952380952380952,0.7916666666666666,0.780952380952381,0.08511530106721117,0.1018118440224793,0.12515764310936822,0.5244508680627452,2
0.79884,0.625,0.80077,0.62269,0.79884,0.625,0.79691,0.625,0.78917,0.59722,0.76983,0.49769,0.71373,0.49769,0.65184,0.50231,0.58994,0.50463,0.52418,0.52778,0.45068,0.53241,0.38298,0.53704,0.31141,0.53009,0.24565,0.53472,0.23791,0.53241,0.26692,0.53472,0.33849,0.53935,0.41586,0.55787,0.48549,0.5625,0.54932,0.54861,0.61896,0.5463,0.68859,0.54861,0.74275,0.55324,0.74855,0.55787,0.75242,0.55324,0.72147,0.55324,0.66344,0.55093,0.59381,0.55324,0.53385,0.55093,0.48162,0.54167,0.42553,0.53935,0.37524,0.53704,0.32108,0.53704,0.2766,0.5463,0.26306,0.55093,0.2766,0.5463,0.31335,0.54861,0.37718,0.55556,0.44294,0.5625,0.51838,0.5625,0.58221,0.5625,0.64217,0.56481,0.68665,0.56944,0.73694,0.57639,0.75435,0.5787,2,0.4,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.47320242724142747,0.26317893913669765,0.0,0.9375,0.0,0.2890374936285365,0.7083333333333333,0.6499556551111014,0.0,0.7916666666666666,0.8142857142857144,0.08223444409619658,0.10265492303032414,0.1252007408532243,0.5097140807890177,2
0.83559,0.61111,0.83559,0.61111,0.83366,0.61111,0.82785,0.61111,0.82979,0.52778,0.78337,0.52778,0.73694,0.50926,0.65957,0.5162,0.59188,0.5162,0.52031,0.52315,0.45841,0.52315,0.41006,0.52315,0.36944,0.52315,0.33849,0.52778,0.34816,0.52778,0.39652,0.53009,0.46228,0.53241,0.53191,0.53935,0.59768,0.53472,0.67311,0.52778,0.73114,0.53241,0.77756,0.53241,0.80658,0.52778,0.80658,0.53009,0.79884,0.52546,0.77369,0.51389,0.71373,0.51157,0.63443,0.52083,0.56673,0.53241,0.51838,0.53241,0.47195,0.53241,0.43907,0.54167,0.41006,0.54861,0.37137,0.54861,0.33462,0.54167,0.29787,0.53472,0.2882,0.53935,0.30754,0.53472,0.3559,0.53472,0.41586,0.54167,0.46809,0.54398,0.52418,0.54398,0.57253,0.54398,0.6383,0.53009,0.70793,0.52315,2,0.5,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.47320254714594745,0.26317900371550307,0.0,0.9375,0.25,0.32781659626498527,0.7916666666666666,0.6875904342459267,0.002976190476190476,0.8333333333333334,0.7992063492063493,0.08144476266617859,0.10508016904530754,0.1267729406078947,0.551051649549372,2
0.80271,0.47685,0.80077,0.47917,0.80271,0.47917,0.79304,0.47917,0.75435,0.47917,0.706,0.49306,0.65377,0.53241,0.59768,0.53704,0.54545,0.53935,0.48936,0.53472,0.44294,0.50694,0.39845,0.49769,0.34623,0.48611,0.30561,0.48611,0.31141,0.48611,0.36364,0.49306,0.44487,0.50463,0.52224,0.50231,0.59574,0.49769,0.65957,0.49537,0.72534,0.49306,0.77563,0.48843,0.79497,0.49074,0.79691,0.48843,0.77563,0.49306,0.72534,0.50231,0.66151,0.50463,0.61702,0.50694,0.58221,0.50694,0.54932,0.51389,0.51451,0.52083,0.47969,0.52083,0.44294,0.51389,0.40619,0.50926,0.37524,0.50694,0.34043,0.49074,0.32495,0.49769,0.34236,0.50231,0.39845,0.50231,0.45648,0.51157,0.5087,0.51852,0.56286,0.51852,0.62476,0.51157,0.69052,0.50231,0.74275,0.50231,2,0.4,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.4732849402253123,0.26322337894275805,0.0,0.9375,0.3333333333333333,0.33313733139591883,0.7916666666666666,0.6340501335934983,0.002976190476190476,0.7916666666666666,0.8103174603174603,0.08327070003113898,0.10493119763249378,0.1242757530380304,0.5424972963188411,2
0.83366,0.52315,0.83172,0.52778,0.83559,0.52546,0.83366,0.52546,0.83946,0.52083,0.83559,0.52315,0.83559,0.52315,0.83366,0.52083,0.83366,0.5162,0.80464,0.50694,0.75048,0.50463,0.68859,0.50926,0.62476,0.51852,0.55706,0.52778,0.49323,0.53935,0.43133,0.53935,0.36944,0.54398,0.30948,0.54861,0.26306,0.55093,0.25725,0.55093,0.29014,0.55324,0.35397,0.55556,0.42166,0.56019,0.4971,0.56481,0.57253,0.56944,0.6441,0.56713,0.69439,0.56481,0.74081,0.5625,0.77176,0.5625,0.77369,0.55556,0.75435,0.55556,0.72727,0.54398,0.65377,0.54398,0.57253,0.54398,0.51257,0.5463,0.46422,0.55556,0.40232,0.5463,0.3617,0.54398,0.31721,0.52778,0.29014,0.52083,0.29014,0.52546,0.32882,0.53704,0.39458,0.53472,0.47002,0.54167,0.55319,0.53704,2,0.9,0.9545454545454546,0.0,0.6666666666666666,0.6666666666666666,0.473247865740168,0.26320357689292206,0.0,0.9375,0.5,0.3959120634557607,0.9166666666666666,0.6786139477312587,0.0,0.9583333333333334,0.7658730158730159,0.08088824458757791,0.10284375000202035,0.1226441342641895,0.6733321190088517,2
0.78143,0.60185,0.7795,0.60185,0.78143,0.60417,0.78143,0.60185,0.77176,0.59954,0.79884,0.49769,0.75048,0.49769,0.68665,0.51157,0.61896,0.52546,0.54545,0.52778,0.50097,0.51389,0.4294,0.51157,0.35977,0.50694,0.29787,0.5162,0.23791,0.51389,0.25919,0.52546,0.33269,0.52083,0.40812,0.51157,0.47969,0.50463,0.54739,0.50926,0.60928,0.51157,0.67311,0.51389,0.72727,0.51157,0.76402,0.49769,0.77369,0.48843,0.76015,0.49769,0.71373,0.50463,0.66151,0.50694,0.60348,0.51389,0.54932,0.51157,0.50097,0.50926,0.43133,0.51852,0.3559,0.52778,0.28433,0.53009,0.23404,0.53009,0.2089,0.52315,0.24565,0.52778,0.31141,0.53009,0.37911,0.52778,0.44294,0.52315,0.5029,0.52315,0.56286,0.52778,0.61896,0.53009,0.67892,0.52778,0.72921,0.53009,2,0.5,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.47320242955821334,0.26317894038448,0.0,0.9375,0.0,0.30290413160169183,0.75,0.6560122608132515,0.002976190476190476,0.7916666666666666,0.8007936507936508,0.08478924991587945,0.10523705551140305,0.12602980542873118,0.45643951653900716,2
0.23211,0.45139,0.23598,0.44907,0.23791,0.44907,0.24371,0.45139,0.28046,0.46759,0.3559,0.48611,0.44101,0.48148,0.51838,0.47454,0.58801,0.46528,0.64603,0.46296,0.69052,0.46528,0.7176,0.46759,0.73114,0.46528,0.72921,0.47222,0.70019,0.46991,0.65184,0.46759,0.59381,0.46296,0.51838,0.46759,0.43327,0.47685,0.35397,0.4838,0.28433,0.48148,0.22824,0.46528,0.19149,0.45602,0.16634,0.46065,0.17408,0.43981,0.17408,0.43519,0.17408,0.43287,0.19149,0.44213,0.23985,0.45602,0.32882,0.45833,0.42747,0.44444,0.51064,0.43519,0.5706,0.42361,0.61509,0.41667,0.65184,0.41667,0.67892,0.41435,0.69052,0.41898,0.69439,0.42593,0.68279,0.43056,0.64603,0.43519,0.59188,0.43519,0.52031,0.43519,0.44101,0.44213,0.36364,0.44907,0.29981,0.44676,2,0.5,0.8181818181818181,0.0,0.6666666666666666,0.6666666666666666,0.47576476466209605,0.26455864945497026,0.0,0.9375,0.0,0.2827540126921666,0.7916666666666666,0.6851972827641061,0.0,0.7916666666666666,0.7626984126984128,0.07492417203365168,0.09615358805136887,0.12424781352041872,0.5729110784100455,2
0.23598,0.43519,0.23791,0.43287,0.23791,0.44213,0.25338,0.4537,0.30174,0.47222,0.38491,0.47685,0.47195,0.47917,0.55319,0.48148,0.62089,0.4838,0.66538,0.49074,0.69052,0.48843,0.70406,0.4838,0.70406,0.48148,0.69052,0.48148,0.65764,0.47685,0.61315,0.47222,0.55706,0.46991,0.48162,0.47454,0.39458,0.47454,0.30368,0.47454,0.23791,0.46759,0.20696,0.46065,0.19342,0.45602,0.17795,0.45833,0.16441,0.46296,0.17408,0.46065,0.20116,0.45833,0.24758,0.47685,0.31335,0.48148,0.38878,0.47685,0.46422,0.47222,0.53965,0.47222,0.60542,0.47685,0.66151,0.4838,0.70406,0.48611,0.73501,0.48843,0.75048,0.48843,0.75435,0.48843,0.74468,0.48843,0.7176,0.48843,0.66925,0.4838,0.60348,0.48611,0.52418,0.48611,0.44101,0.4838,0.3617,0.4838,2,0.6,1.0,0.5,0.6666666666666666,0.75,0.4738563699642586,0.2635311209730486,0.0,0.9375,0.0,0.2573470397259414,0.7916666666666666,0.6294748482143612,0.005952380952380952,0.8333333333333334,0.753968253968254,0.07530479628910991,0.09830602240359944,0.12532467575816456,0.6193839305319324,2
0.147,0.47917,0.17602,0.47917,0.22244,0.4838,0.27853,0.50463,0.35783,0.50694,0.44101,0.50463,0.51451,0.50694,0.57253,0.50926,0.61702,0.51389,0.6499,0.51389,0.67311,0.50926,0.68085,0.50926,0.66538,0.50926,0.6325,0.50926,0.58027,0.50694,0.5087,0.49769,0.41973,0.49537,0.33269,0.49769,0.25532,0.49769,0.20116,0.48611,0.147,0.49074,0.11219,0.49769,0.098646,0.49769,0.10638,0.49769,0.10832,0.49306,0.10832,0.50694,0.15474,0.49306,0.21663,0.49306,0.28046,0.50694,0.3617,0.50926,0.43714,0.50694,0.5029,0.50926,0.55319,0.51157,0.59381,0.51389,0.62476,0.51389,0.64603,0.51157,0.65184,0.50926,0.64023,0.50694,0.60928,0.50231,0.55706,0.49537,0.4913,0.49769,0.41779,0.50231,0.33656,0.50463,0.26306,0.49306,0.19729,0.48843,2,0.6,0.8181818181818181,0.0,0.6666666666666666,0.6666666666666666,0.4732024261645815,0.2631789385567256,0.0,0.9375,0.0,0.34632008904328926,0.7916666666666666,0.5573304172657164,0.0,0.875,0.7373015873015872,0.06745308891348588,0.10211886580225456,0.1242757530380304,0.5853868041229997,2
0.16248,0.3287,0.16248,0.33333,0.16054,0.33565,0.15861,0.33796,0.15667,0.33796,0.15861,0.34259,0.16828,0.34954,0.19149,0.39583,0.26499,0.42361,0.34236,0.44213,0.43133,0.44676,0.51064,0.45139,0.58221,0.4537,0.63443,0.46065,0.67311,0.46528,0.70213,0.46296,0.71373,0.46065,0.69826,0.46065,0.65184,0.45833,0.58414,0.44907,0.48936,0.44907,0.38491,0.4537,0.29014,0.4537,0.22824,0.44444,0.18762,0.43519,0.14894,0.43981,0.12573,0.43287,0.12186,0.43056,0.11992,0.43056,0.12766,0.42824,0.16054,0.43287,0.22244,0.43056,0.29014,0.46065,0.38298,0.45833,0.46035,0.4537,0.51838,0.44676,0.56093,0.44213,0.59574,0.43287,0.62476,0.43287,0.6499,0.43287,0.67118,0.43287,0.67892,0.43519,0.66538,0.43519,0.62282,0.43056,0.55513,0.42361,2,0.6,1.0,0.0,0.5833333333333334,0.5833333333333334,0.4732024969458253,0.26317897681847957,0.0,0.9375,0.0,0.45450519171935877,0.875,0.5894840866051922,0.0,1.0,0.6960317460317461,0.06286466408459325,0.09122178117807868,0.12413433027749113,0.8523154764134971,14
0.25338,0.4213,0.26886,0.41898,0.29594,0.43287,0.34043,0.44213,0.40812,0.45139,0.48743,0.45833,0.56093,0.46296,0.61122,0.46991,0.6499,0.46991,0.68279,0.47222,0.70793,0.47222,0.71567,0.47222,0.69826,0.46991,0.66151,0.46528,0.60735,0.45833,0.54739,0.4537,0.47969,0.4537,0.40619,0.45602,0.34043,0.45833,0.29014,0.45833,0.24371,0.45139,0.21277,0.44444,0.18762,0.4375,0.16634,0.43519,0.16828,0.44444,0.19923,0.43981,0.22824,0.45602,0.29787,0.46065,0.37911,0.45833,0.45841,0.45833,0.52998,0.45139,0.59381,0.44907,0.64797,0.4537,0.69246,0.46528,0.70793,0.46528,0.706,0.46296,0.68085,0.45833,0.6325,0.45139,0.57253,0.44907,0.48936,0.45139,0.38878,0.45139,0.28046,0.44907,0.2147,0.43519,0.18182,0.4375,0.16441,0.4375,2,0.6,0.8181818181818181,0.0,0.6666666666666666,0.6666666666666666,0.4746731031768623,0.2639709148668266,0.0,0.9375,0.5,0.33263763698367255,0.7916666666666666,0.6206551506422976,0.002976190476190476,0.8333333333333334,0.7531746031746032,0.07706683248898637,0.09688106794333748,0.12795886477340193,0.602771984882563,2
0.14313,0.37269,0.14894,0.375,0.16054,0.37037,0.19342,0.37037,0.25725,0.41898,0.36364,0.43519,0.45648,0.43056,0.52805,0.42824,0.5764,0.42824,0.61702,0.43287,0.6441,0.43056,0.66731,0.43287,0.68279,0.43519,0.69052,0.43981,0.67698,0.43981,0.63443,0.43287,0.57253,0.42593,0.49516,0.41898,0.40426,0.42593,0.31528,0.43056,0.24178,0.42824,0.18956,0.38889,0.147,0.39815,0.11412,0.41204,0.098646,0.42361,0.10445,0.4213,0.12573,0.42593,0.17795,0.40046,0.23211,0.43519,0.30754,0.43287,0.39458,0.43519,0.47582,0.43519,0.55126,0.4375,0.61122,0.44676,0.66344,0.4537,0.70213,0.45602,0.7176,0.45602,0.71373,0.45602,0.69052,0.45602,0.6441,0.44907,0.58607,0.44444,0.51451,0.44444,0.4236,0.44907,0.32302,0.4537,0.22631,0.44676,2,0.5,0.8181818181818181,0.0,0.6666666666666666,0.6666666666666666,0.4732024289588571,0.2631789400649928,0.0,0.9375,0.3333333333333333,0.3428474386114957,0.8333333333333334,0.7519712970650956,0.008928571428571428,0.7916666666666666,0.719047619047619,0.06714958680369496,0.09312975070300834,0.12515764310936822,0.5222616711452462,2
0.54159,0.61806,0.54159,0.61806,0.54159,0.62037,0.53772,0.62037,0.52418,0.61806,0.5087,0.62037,0.50097,0.625,0.48936,0.62963,0.46422,0.63194,0.43714,0.63657,0.41973,0.6412,0.40426,0.63889,0.38298,0.63889,0.36364,0.63194,0.34236,0.62963,0.33075,0.62731,0.33656,0.62731,0.3501,0.62269,0.37331,0.62269,0.39072,0.62731,0.41006,0.62269,0.43714,0.61806,0.46809,0.61343,0.50677,0.61343,0.54352,0.61111,0.57253,0.61806,0.58221,0.62037,0.59188,0.62731,0.58027,0.62269,0.54932,0.62037,0.50484,0.61343,0.45261,0.61111,0.40619,0.61574,0.37524,0.6088,0.34816,0.60648,0.32495,0.59722,0.30561,0.59954,0.2882,0.59954,0.28046,0.59954,0.29207,0.59259,0.33075,0.5787,0.37718,0.56481,0.41973,0.56944,0.47582,0.57639,0.52418,0.59028,2,0.6,0.4545454545454546,0.0,0.5833333333333334,0.5833333333333334,0.9477629394446648,0.6044658428410637,0.0,0.9375,0.3333333333333333,0.47148516859481693,0.875,0.7876188658927834,0.017857142857142856,0.8333333333333334,0.8555555555555554,0.0774844743532194,0.1001541565571173,0.12294670941032222,0.5768719077200875,2
