index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
59,3,7.3,0.39,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54,9.4,1,[0.1739839  0.14946794 0.15134542 0.15802946 0.17093279 0.19624049],[21.87496833 18.79258058 19.02863518 19.86901838 21.49135293 24.6732857 ],1,21.87496833,18.79258058,19.02863518,19.86901838,21.49135293,24.6732857,1.0,0.9384500265794621,0.18304570248830207,0.8482924056857484,0.6734759582544837,0.9981225252658168,0.15802945590330478,0.9382333223695144
60,2,8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,2,[0.20066818 0.15523308 0.1419685  0.1451321  0.16723411 0.18976402],[27.55694306 21.31752649 19.49595521 19.93039962 22.96557859 26.05951929],0,27.55694306,21.31752649,19.49595521,19.93039962,22.96557859,26.05951929,0.9782019217245279,0.8272918892059009,0.0,0.45718578947628274,0.5518052758295747,0.9968363991091623,0.14196850011279172,0.7071266403557759
61,2,7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,2,[0.25861546 0.14282391 0.0986808  0.12578783 0.14567444 0.22841756],[56.18294497 31.02779547 21.4379218  27.32679113 31.64705917 49.62259862],0,56.18294497,31.02779547,21.4379218,27.32679113,31.64705917,49.62259862,0.7845019818547389,0.547424276644869,0.0,0.002867113320203396,0.011255107523422927,0.9728929719130215,0.09868080200024568,0.5010355691183114
62,4,7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,3.38,0.62,9.5,1,[0.19836224 0.13567631 0.14254543 0.14540161 0.18873083 0.18928358],[25.33071419 17.32576714 18.20294856 18.56768077 24.10079017 24.1713763 ],1,25.33071419,17.32576714,18.20294856,18.56768077,24.10079017,24.1713763,1.0,1.0,0.8463545088850584,0.9993311498784542,0.5408617337554942,0.9931308818678735,0.18873082691984439,0.9999737029957803
63,2,7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,1,[0.16276532 0.1175334  0.13504021 0.14718609 0.20017621 0.23729876],[23.41455162 16.907729   19.42616541 21.17340695 28.79628261 34.13653571],1,23.41455162,16.907729,19.42616541,21.17340695,28.79628261,34.13653571,1.0,0.7806155538985949,0.146175904822942,0.926481658192627,0.19004853087272294,0.9824931899171321,0.13504021269738886,0.9773736052471456
64,2,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,0,[0.12438389 0.13086694 0.1504545  0.15375019 0.18575412 0.25479036],[20.81541359 21.9003394  25.17828148 25.72980896 31.08560787 42.63869448],1,20.81541359,21.9003394,25.17828148,25.72980896,31.08560787,42.63869448,1.0,0.8854999476536216,0.1999180559417747,0.9906175365031646,0.3592946467779657,0.9935169535047028,0.15045449928647275,0.9988138046500273
65,2,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,1,[0.14077446 0.12822942 0.14636678 0.14962355 0.16753273 0.26747306],[25.27264948 23.02049056 26.27661551 26.86129023 30.07645096 48.01831991],1,25.27264948,23.02049056,26.27661551,26.86129023,30.07645096,48.01831991,1.0,0.8573165574004465,0.13025630762895593,0.9669503808950702,0.30156160345496347,0.9874549579441367,0.1463667788855238,0.9927481645569216
66,2,7.5,0.52,0.11,1.5,0.079,11.0,39.0,0.9968,3.42,0.58,9.6,2,[0.19065464 0.14016872 0.13411004 0.14290254 0.18215364 0.21001042],[25.66164425 18.86636423 18.05088049 19.23432962 24.51742984 28.2668837 ],0,25.66164425,18.86636423,18.05088049,19.23432962,24.51742984,28.2668837,0.9567757872680075,0.7744057952425272,0.0,0.4288104245201455,0.5476286924225005,0.9939413172954292,0.13411004053500467,0.6916742654902714
67,2,6.6,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,1,[0.1330265  0.13150859 0.16800301 0.16842052 0.19926997 0.19977141],[17.5108554  17.31104571 22.11496467 22.16992379 26.23077077 26.29677721],1,17.5108554,17.31104571,22.11496467,22.16992379,26.23077077,26.29677721,1.0,1.0,0.5346163480920151,0.9955329147471653,0.41273901193250917,0.9984820853455308,0.16800300804060228,0.999593065108024
68,2,9.3,0.32,0.57,2.0,0.074,27.0,65.0,0.9969,3.28,0.79,10.7,4,[0.29534726 0.16932383 0.13678801 0.13277768 0.12641118 0.13935203],[49.59883697 28.43522304 22.97135356 22.29788252 21.22873104 23.40193914],1,49.59883697,28.43522304,22.97135356,22.29788252,21.22873104,23.40193914,1.0,0.7923199344220649,0.06142460392070085,0.8927924605035179,0.5897596177041479,0.9936335006923216,0.1367880129915496,0.9616361893381171
69,3,8.0,0.705,0.05,1.9,0.074,8.0,19.0,0.9962,3.34,0.95,10.5,1,[0.29820113 0.12457075 0.13801746 0.12961895 0.1489603  0.16063142],[50.11133972 20.93354678 23.19320416 21.78187302 25.03209835 26.99337692],1,50.11133972,20.93354678,23.19320416,21.78187302,25.03209835,26.99337692,1.0,0.7446103505257057,0.029074380016178306,0.7240444158422421,0.4901830729679545,0.9949518044328036,0.12961894804149565,0.865004342079066
70,3,7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,1,[0.1621681  0.12532321 0.14330276 0.14860748 0.19273436 0.2278641 ],[21.20616404 16.38808461 18.73920824 19.4328879  25.20320853 29.79700372],1,21.20616404,16.38808461,18.73920824,19.4328879,25.20320853,29.79700372,1.0,0.872731854129894,0.22707298513734772,0.958643319125419,0.27693330326899357,0.9820204516873313,0.14860747533413377,0.990006094562444
71,2,7.7,0.67,0.23,2.1,0.088,17.0,96.0,0.9962,3.32,0.48,9.5,2,[0.28976864 0.11012786 0.10131003 0.12892733 0.17051526 0.19935088],[52.6397444  20.00596989 18.40411125 23.42110442 30.9760217  36.21433761],0,52.6397444,20.00596989,18.40411125,23.42110442,30.9760217,36.21433761,0.91993096811964,0.5636539683168396,0.0,0.17228787720007965,0.2700295364665373,0.991182168493749,0.10131003321541433,0.5677799144967839
72,2,7.7,0.69,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,2,[0.28951175 0.11006217 0.10253052 0.12957036 0.17126877 0.19705644],[52.55631827 19.98006052 18.61280884 23.52146725 31.09115937 35.77250716],0,52.55631827,19.98006052,18.61280884,23.52146725,31.09115937,35.77250716,0.9315691922172632,0.5712201091747077,0.0,0.2077278332783249,0.30004790969832457,0.9924683571163135,0.1025305225773806,0.5832020002500008
73,1,8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,1,[0.17792536 0.1307285  0.13524046 0.14673952 0.20200387 0.2073623 ],[24.29801583 17.85267185 18.46883864 20.03918503 27.58624852 28.31801196],0,24.29801583,17.85267185,18.46883864,20.03918503,27.58624852,28.31801196,0.9666374912371513,0.7519428327725491,0.0,0.3954028041994123,0.4797225920232546,0.9954880390947956,0.13072849551116328,0.6739167111025539
74,2,9.7,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,3.28,0.82,9.6,4,[0.30025848 0.17141112 0.12861079 0.12847924 0.12398825 0.14725213],[58.30720621 33.28633213 24.97493395 24.94938903 24.07728266 28.59489745],1,58.30720621,33.28633213,24.97493395,24.94938903,24.07728266,28.59489745,1.0,0.7379640719199347,0.026224168706148774,0.7781099391808725,0.5765120217194795,0.9955090056957948,0.12861078645412488,0.8977143889039214
75,2,8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,4,[0.18086025 0.16182896 0.1667388  0.16060159 0.1574065  0.1725639 ],[26.23595658 23.47523867 24.18747067 23.29719426 22.83370753 25.03247129],1,26.23595658,23.47523867,24.18747067,23.29719426,22.83370753,25.03247129,1.0,1.0,0.3979024226936286,0.8990387989406596,0.8157313653030301,0.9968049068302645,0.16673880249148618,0.9647065633600492
76,2,8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,4,[0.18086025 0.16182896 0.1667388  0.16060159 0.1574065  0.1725639 ],[26.23595658 23.47523867 24.18747067 23.29719426 22.83370753 25.03247129],1,26.23595658,23.47523867,24.18747067,23.29719426,22.83370753,25.03247129,1.0,1.0,0.3979024226936286,0.8990387989406596,0.8157313653030301,0.9968049068302645,0.16673880249148618,0.9647065633600492
77,3,6.8,0.785,0.0,2.4,0.104,14.0,30.0,0.9966,3.52,0.55,10.7,1,[0.14127334 0.11664758 0.14924956 0.1491695  0.19481569 0.24884433],[21.63182033 17.86111588 22.8531427  22.84088293 29.83024237 38.1031262 ],1,21.63182033,17.86111588,22.8531427,22.84088293,29.83024237,38.1031262,1.0,0.8766111374792955,0.24601148655841554,0.993367802053624,0.1036088902884772,0.9753742403776244,0.14916949871183885,0.9992805451592564
78,2,6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,1,[0.2841314  0.10521983 0.11499201 0.13454469 0.17434027 0.1867718 ],[48.55042817 17.97924441 19.64904717 22.99007574 29.79007137 31.91428575],1,48.55042817,17.97924441,19.64904717,22.99007574,29.79007137,31.91428575,1.0,0.6496665036364302,0.0546201538368359,0.842434445715877,0.26189228663242864,0.9902278226012405,0.11499200939267441,0.9349888515390806
79,1,8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,2,[0.35516734 0.11871687 0.09694551 0.11679803 0.14981034 0.16256192],"[100.40582628  33.56126506  27.40650051  33.01880914  42.35139209
  45.95626322]",1,100.40582628,33.56126506,27.40650051,33.01880914,42.35139209,45.95626322,1.0,0.6735455545137543,0.08431262186321536,0.9978888537469041,0.021844557286582376,0.9801474796169676,0.11871686726608298,0.9998619501598459
80,2,6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,1,[0.15554353 0.14532087 0.15970237 0.16136082 0.18057932 0.19749309],[21.41249329 20.00521714 21.98500842 22.21331537 24.85898034 27.18736969],1,21.41249329,20.00521714,21.98500842,22.21331537,24.85898034,27.18736969,1.0,0.9502726121380466,0.2756543064132418,0.9080189887971916,0.5628240184459495,0.9897773370869843,0.15970236560711246,0.9690072859038594
81,2,7.8,0.43,0.7,1.9,0.464,22.0,67.0,0.9974,3.13,1.28,9.4,2,[0.245821   0.16479616 0.11143296 0.12200065 0.18175813 0.17419109],[92.26946099 61.85660599 41.8266113  45.79321409 68.22331746 65.38301505],0,92.26946099,61.85660599,41.8266113,45.79321409,68.22331746,65.38301505,0.9133801182175686,0.6270374687331228,0.0,0.018585691712678543,0.05161555826080529,0.9894323184276913,0.1114329648991971,0.506766040129962
82,2,7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,2,[0.30938199 0.13168267 0.109276   0.12101806 0.14402166 0.18461961],[54.43525052 23.16934908 19.22693222 21.29292732 25.34037379 32.48351608],0,54.43525052,23.16934908,19.22693222,21.29292732,25.34037379,32.48351608,0.9029727068592195,0.6134111282681247,0.0,0.12915357434399977,0.24815850797419248,0.9882579455185974,0.10927600246364325,0.5497126381043336
83,2,7.3,0.67,0.26,1.8,0.401,16.0,51.0,0.9969,3.16,1.14,9.4,2,[0.18264534 0.17186795 0.10157684 0.17392479 0.18751902 0.18246605],[60.38069326 56.81779664 33.58027115 57.49776747 61.99188276 60.32141974],0,60.38069326,56.81779664,33.58027115,57.49776747,61.99188276,60.32141974,0.5910167788127201,0.5653062339833885,0.0,1.2710832386630955e-10,1.7456305996021181e-09,0.9297088920786438,0.10157684235564671,0.5000000074367263
84,3,6.3,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,3,[0.2575297  0.16510528 0.15233918 0.1412393  0.14172076 0.14206578],[39.24428538 25.15996589 23.21457405 21.52309153 21.59645986 21.64903595],0,39.24428538,25.15996589,23.21457405,21.52309153,21.59645986,21.64903595,0.9966027612177081,0.8223437581507306,0.0,0.6690388924190003,0.7254939505317645,0.9995185407461231,0.141239300242469,0.831355742386179
85,2,6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,1,[0.2154869  0.13176778 0.14003211 0.13936447 0.17451211 0.19883664],[28.71998511 17.56194298 18.6634093  18.57442612 23.25888568 26.50084757],1,28.71998511,17.56194298,18.6634093,18.57442612,23.25888568,26.50084757,1.0,0.8141705807964871,0.09871501712113406,0.804388412391577,0.5436770284417338,0.9924033091015071,0.14003211111659342,0.9132465843441742
86,3,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,1,[0.23213438 0.09989847 0.13566765 0.15745225 0.15378318 0.22106407],[95.1082144  40.92959291 55.58465077 64.51005756 63.00679636 90.57258017],1,95.1082144,40.92959291,55.58465077,64.51005756,63.00679636,90.57258017,1.0,0.9343817310812874,0.4352355966442803,0.9999999999425706,3.777784577812166e-06,0.9642308213648739,0.157452245816374,0.9999999999999982
87,2,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,1,[0.18982438 0.14950944 0.15311299 0.15145665 0.17947021 0.17662633],[23.34676225 18.38837253 18.83157817 18.62786274 22.0732881  21.72351542],1,23.34676225,18.38837253,18.83157817,18.62786274,22.0732881,21.72351542,1.0,0.9039753331452803,0.08938499491536814,0.7428743467209045,0.6714059172590482,0.9980527886463559,0.153112992884592,0.8764738936972547
88,2,9.3,0.39,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22,9.5,2,[0.29477981 0.12903421 0.11019948 0.13393102 0.13178244 0.20027304],[89.54428703 39.19629301 33.47493111 40.68378205 40.03111581 60.83627771],0,89.54428703,39.19629301,33.47493111,40.68378205,40.03111581,60.83627771,0.854033086766793,0.6192369988095614,0.0,0.005407156055568074,0.021561510653764257,0.9811652753573505,0.11019948063213941,0.5019554989345273
89,2,7.0,0.62,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,1,[0.145127   0.13393739 0.15131127 0.16270827 0.19684375 0.21007232],[20.97600178 19.35870713 21.8698484  23.51711974 28.45090786 30.36290665],1,20.97600178,19.35870713,21.8698484,23.51711974,28.45090786,30.36290665,1.0,0.8914414760204057,0.22819844961987756,0.9373341782524964,0.3990626109586608,0.9888103978300898,0.15131126731436764,0.9819461453286602
90,2,7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,2,[0.22772426 0.12998531 0.09648732 0.13762226 0.16879872 0.23938213],[58.22958428 33.23752379 24.67201557 35.19030872 43.1621965  61.21052611],0,58.22958428,33.23752379,24.67201557,35.19030872,43.1621965,61.21052611,0.7422940326463384,0.5339566437855433,0.0,0.00021756599770916818,0.0011910260027111518,0.9665020100398785,0.09648731968175292,0.5000784785420298
91,3,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,1,[0.24701884 0.09533478 0.13997326 0.15985266 0.15542915 0.20239131],[98.60683405 38.05645058 55.87557638 63.81118119 62.0453723  80.79208169],1,98.60683405,38.05645058,55.87557638,63.81118119,62.0453723,80.79208169,1.0,0.9513370255297943,0.4253438068205624,0.9999999999934708,1.923076211128407e-07,0.9553615131485129,0.15985265520307815,1.0
92,2,8.6,0.49,0.29,2.0,0.11,19.0,133.0,0.9972,2.93,1.98,9.8,1,[0.23133262 0.09201368 0.13365787 0.15077313 0.15226835 0.23995434],"[ 96.58593277  38.41752859  55.80479656  62.95075837  63.57504198
 100.18567312]",1,96.58593277,38.41752859,55.80479656,62.95075837,63.57504198,100.18567312,1.0,0.7713919330626469,0.28149247645400344,0.9999999718935851,2.8892050463928663e-07,0.9583558173117401,0.13365786659730286,0.9999999999872378
93,2,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,1,[0.20337487 0.13972202 0.15052818 0.15700343 0.17419688 0.17517461],[24.78988038 17.0310727  18.34826331 19.13754696 21.2333011  21.35247902],1,24.78988038,17.0310727,18.34826331,19.13754696,21.2333011,21.35247902,1.0,0.8860104720783057,0.16976714260176554,0.8111109652008476,0.4833546007431078,0.9891938376828326,0.1505281848053759,0.9171613750659234
94,1,5.0,1.02,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,2,[0.22773701 0.13583936 0.13577442 0.14999513 0.18370039 0.16695369],[68.34427167 40.76562632 40.74613748 45.01379828 55.1288039  50.1030913 ],1,68.34427167,40.76562632,40.74613748,45.01379828,55.1288039,50.1030913,1.0,0.7859612662062554,0.0007061651293208274,0.5083721666522688,0.40770955148291704,0.999935059221191,0.13583935841521305,0.7358212806199124
95,3,4.7,0.6,0.17,2.3,0.058,17.0,106.0,0.9932,3.85,0.6,12.9,1,[0.29996271 0.12816599 0.16428262 0.13843678 0.13346426 0.13568765],[86.23072734 36.84406742 47.22657096 39.79662904 38.36716932 39.00633047],1,86.23072734,36.84406742,47.22657096,39.79662904,38.36716932,39.00633047,1.0,0.8034046764747267,0.059784598203704825,0.9623154139388868,0.47816295565781125,0.9947017289405374,0.13843678345276672,0.9912497266522021
96,2,6.8,0.775,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,1,[0.14427579 0.12695365 0.15175045 0.15645308 0.19950493 0.22106209],[21.1881341  18.64422994 22.2858521  22.97647277 29.29900566 32.46485951],1,21.1881341,18.64422994,22.2858521,22.97647277,29.29900566,32.46485951,1.0,0.8944918005665268,0.26349177085545095,0.9765550996727714,0.2381862492067374,0.9826778618656635,0.1517504529406453,0.9955685269246303
97,2,7.0,0.5,0.25,2.0,0.07,3.0,22.0,0.9963,3.25,0.63,9.2,2,[0.1819358  0.15210657 0.1516294  0.15835139 0.17086809 0.18510875],[23.61704777 19.74492154 19.68298052 20.55555946 22.18034967 24.02892648],0,23.61704777,19.74492154,19.68298052,20.55555946,22.18034967,24.02892648,0.9968629391172115,0.8936507571160701,0.0,0.595573181566134,0.6771691731750763,0.9995228324290841,0.15162940492607266,0.786851307611089
98,2,7.6,0.9,0.06,2.5,0.079,5.0,10.0,0.9967,3.39,0.56,9.8,0,[0.11366695 0.12420954 0.15357065 0.17367663 0.2240204  0.21085583],[16.58286312 18.12092111 22.40441087 25.33767115 32.68232039 30.76174125],1,16.58286312,18.12092111,22.40441087,25.33767115,32.68232039,30.76174125,1.0,0.9071675533198019,0.36159900622776714,0.9975671495933159,0.26996308330155144,0.989457407977135,0.15357064873415527,0.9998306098520158
99,3,8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,2,[0.23485591 0.13361297 0.13218766 0.14003859 0.16548637 0.19381851],[32.45659717 18.46503349 18.26805949 19.35304087 22.86987071 26.78531371],1,32.45659717,18.46503349,18.26805949,19.35304087,22.86987071,26.78531371,1.0,0.8142143672248475,0.07646886553030129,0.8442356490710834,0.5804739361718128,0.9985746963015221,0.14003858747248818,0.9359898448463146
100,3,8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,2,[0.18551651 0.14711612 0.13847327 0.1523994  0.18187429 0.19462041],[22.72822992 18.02367362 16.96481043 18.67094624 22.28200994 23.84357934],1,22.72822992,18.02367362,16.96481043,18.67094624,22.28200994,23.84357934,1.0,0.8990048205186065,0.24802923780033914,0.8819076626189563,0.5044504231943118,0.9913571536597127,0.1523994042895058,0.9561446544577251
101,3,7.8,0.5,0.3,1.9,0.075,8.0,22.0,0.9959,3.31,0.56,10.4,1,[0.19396322 0.15202107 0.15401451 0.15583354 0.1643089  0.17985877],[23.86050526 18.7009656  18.94619095 19.16996003 20.21256068 22.12543764],1,23.86050526,18.7009656,18.94619095,19.16996003,20.21256068,22.12543764,1.0,0.9230024637081092,0.09089850273756789,0.7654201304415889,0.7483519452078478,0.9980065511218896,0.15583354378013783,0.8901083910049447
102,3,8.1,0.545,0.18,1.9,0.08,13.0,35.0,0.9972,3.3,0.59,9.0,1,[0.20128412 0.13510364 0.13877405 0.14384674 0.19274634 0.18824511],[26.9599162  18.09572907 18.5873418  19.26677643 25.81636858 25.2134757 ],1,26.9599162,18.09572907,18.5873418,19.26677643,25.81636858,25.2134757,1.0,0.8400759012548757,0.13210995466291445,0.8387781230802864,0.5606310907719765,0.9963295940749369,0.14384674368691927,0.9329479633671235
103,2,8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,2,[0.25308609 0.11722488 0.1111879  0.13207272 0.16839474 0.21803368],[39.48903238 18.29060181 17.34865219 20.60731092 26.27463767 34.01980285],0,39.48903238,18.29060181,17.34865219,20.60731092,26.27463767,34.01980285,0.948500895119071,0.6254859695323667,0.0,0.2999355310517988,0.39190195497255476,0.9939630238308305,0.11118789966520828,0.625846789141332
104,2,7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,1,[0.19514299 0.13163481 0.13874828 0.13848426 0.17056296 0.22542671],[28.06145181 18.92901129 19.95192368 19.91395756 24.52685693 32.41623269],1,28.06145181,18.92901129,19.95192368,19.91395756,24.52685693,32.41623269,1.0,0.8055036243395727,0.07584307839153279,0.7929859804867059,0.551482818795551,0.9931505553056131,0.13874827689107028,0.9065482926803167
105,2,8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,2,[0.30741249 0.11353451 0.10805428 0.11573667 0.15411245 0.2011496 ],[51.95739976 19.18906332 18.26282117 19.56126196 26.04735483 33.99735073],0,51.95739976,19.18906332,18.26282117,19.56126196,26.04735483,33.99735073,0.951730726221204,0.6057222791270298,0.0,0.4009868742079815,0.5282236983891776,0.9945197717939978,0.10805427899929665,0.6768516047327835
106,2,7.8,0.41,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,2,[0.22935389 0.14941874 0.14122005 0.14404782 0.15509975 0.18085975],"[104.7957389   68.27199377  64.52586825  65.8179281   70.86774402
  82.63793193]",0,104.7957389,68.27199377,64.52586825,65.8179281,70.86774402,82.63793193,0.9803691807342022,0.8222132117970501,0.0,0.23081325269918285,0.34159250560960924,0.997172223247575,0.14122004500595547,0.593533980172281
107,2,6.2,0.63,0.31,1.7,0.088,15.0,64.0,0.9969,3.46,0.79,9.3,2,[0.31967142 0.12390342 0.11139004 0.11628435 0.14816832 0.18058243],[58.94702239 22.84764035 20.54018813 21.44269377 27.32205891 33.29918156],0,58.94702239,22.84764035,20.54018813,21.44269377,27.32205891,33.29918156,0.9579108086587242,0.6267656536776126,0.0,0.3360791837152797,0.4521700177201725,0.9951056855420347,0.1113900404367399,0.6435754837513505
